Identifier,Title,Description,Currency,Amount Applied For,Amount Awarded,Amount Disbursed,Award Date,URL,Planned Dates:Start Date,Planned Dates:End Date,Planned Dates:Duration (months),Actual Dates:Start Date,Actual Dates:End Date,Actual Dates:Duration (months),Recipient Org:Identifier,Recipient Org:Name,Recipient Org:Charity Number,Recipient Org:Company Number,Recipient Org:Postal Code,Recipient Org:Location:0:Geographic Code Type,Recipient Org:Location:0:Geographic Code,Recipient Org:Location:0:Name,Recipient Org:Location:1:Geographic Code Type,Recipient Org:Location:1:Geographic Code,Recipient Org:Location:1:Name,Recipient Org:Location:2:Geographic Code Type,Recipient Org:Location:2:Geographic Code,Recipient Org:Location:2:Name,Funding Org:Identifier,Funding Org:Name,Funding Org:Postal Code,Grant Programme:Code,Grant Programme:Title,Grant Programme:URL,Beneficiary Location:0:Name,Beneficiary Location:0:Country Code,Beneficiary Location:0:Geographic Code,Beneficiary Location:0:Geographic Code Type,Beneficiary Location:1:Name,Beneficiary Location:1:Country Code,Beneficiary Location:1:Geographic Code,Beneficiary Location:1:Geographic Code Type,Beneficiary Location:2:Name,Beneficiary Location:2:Country Code,Beneficiary Location:2:Geographic Code,Beneficiary Location:2:Geographic Code Type,Beneficiary Location:3:Name,Beneficiary Location:3:Country Code,Beneficiary Location:3:Geographic Code,Beneficiary Location:3:Geographic Code Type,Beneficiary Location:4:Name,Beneficiary Location:4:Country Code,Beneficiary Location:4:Geographic Code,Beneficiary Location:4:Geographic Code Type,Beneficiary Location:5:Name,Beneficiary Location:5:Country Code,Beneficiary Location:5:Geographic Code,Beneficiary Location:5:Geographic Code Type,Beneficiary Location:6:Name,Beneficiary Location:6:Country Code,Beneficiary Location:6:Geographic Code,Beneficiary Location:6:Geographic Code Type,Beneficiary Location:7:Name,Beneficiary Location:7:Country Code,Beneficiary Location:7:Geographic Code,Beneficiary Location:7:Geographic Code Type,From An Open Call?,The following fields are not in the 360 Giving Standard and are added by GrantNav.,Data Source,Publisher:Name,Recipient Region,Recipient District,Recipient District Geographic Code,Recipient Ward,Recipient Ward Geographic Code,Retrieved for use in GrantNav,License (see note),"Note, this file also contains OS data © Crown copyright and database right 2016, Royal Mail data © Royal Mail copyright and Database right 2016, National Statistics data © Crown copyright and database right 2015 & 2016, see http://grantnav.threesixtygiving.org/datasets/ for more information."
360G-blf-0031062957,Positive Steps to Wellbeing,This funding will be used to deliver an emotional wellbeing programme for young women. The project aims to bring women together to share experiences and develop self-development skills.,GBP,,9996,,2018-07-25T00:00:00+00:00,,2018-08-10T00:00:00+00:00,2019-08-10T00:00:00+00:00,12,,,,GB-COH-09079890,Laurel Road Community Sports Centre,,9079890,,,E05001188,Handsworth Wood,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Handsworth Wood Ward,E05001188,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031062944,pooling our volunteers,"This funding will be used to train 40 volunteers to become lifeguards, aiming to improve levels of safety.",GBP,,9010,,2018-07-25T00:00:00+00:00,,2018-08-09T00:00:00+00:00,2019-08-09T00:00:00+00:00,12,,,,GB-CHC-1159347,Castle Pool Community Partnership,1159347,,,,E05001215,Tyburn,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Tyburn Ward,E05001215,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031062956,environmental play opportunities,"This funding will be used to open up a community garden for children, bringing people together.",GBP,,9460,,2018-07-25T00:00:00+00:00,,2018-08-10T00:00:00+00:00,2019-08-10T00:00:00+00:00,12,,,,GB-COH-10766131,Glue,,10766131,,,E05001217,Weoley,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Weoley Ward,E05001217,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031062923,Healthy and Mature,A series of taster workshops will be funded for elderly people. The project aims to use the taster sessions to determine future activities the organisation will offer.,GBP,,9961,,2018-07-25T00:00:00+00:00,,2018-08-09T00:00:00+00:00,2019-08-09T00:00:00+00:00,12,,,,GB-COH-08802825,Ashebo CIC,,8802825,,,E05001195,Lozells and East Handsworth,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Lozells and East Handsworth Ward,E05001195,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031062657,Uprising,"This funding will be used to equip young people with skills to make a positive impact on their community through a range of meetings, trips and residential activities. The project aims to develop personal, social and leadership skills to raise aspirations.",GBP,,9951,,2018-07-19T00:00:00+00:00,,2018-08-02T00:00:00+00:00,2019-08-02T00:00:00+00:00,12,,,,GB-CHC-1112460,UDB,1112460,5441379,,,E05001192,Kingstanding,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Kingstanding Ward,E05001192,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031062706,Impact of CFT for people with bipolar,"A pilot study will be funded to support those who are living with the effects of bipolar disorder, aiming to improve confidence and self-esteem.    ",GBP,,10000,,2018-07-19T00:00:00+00:00,,2018-08-02T00:00:00+00:00,2019-08-02T00:00:00+00:00,12,,,,GB-CHC-120364,The Compassionate Foundation,120364,5888231,,,E05001193,Ladywood,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Ladywood Ward,E05001193,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031062710,Support New Life For a Better,"This funding will be used to provide workshops, support, and volunteering opportunities for people that have recently arrived into the country. The project aims to integrate participants into the community, primarily increasing their confidence, skills and future opportunities.",GBP,,9750,,2018-07-19T00:00:00+00:00,,2018-08-03T00:00:00+00:00,2019-08-03T00:00:00+00:00,12,,,,GB-COH-7841092,Great Health Care for the Community Ltd,,7841092,,,E05001200,Perry Barr,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Perry Barr Ward,E05001200,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031062533,Roshni Birmingham,"This group will support South Asian women and their children who have experienced domestic violence, forced marriage or honour based crimes. This funding will be used to provide even more people with a safe, culturally sensitive refuge after fleeing their homes. This project will help to build their self-esteem and confidence, whilst assisting them to find local accommodation.",GBP,,221063,,2018-07-17T00:00:00+00:00,,2018-08-22T00:00:00+00:00,2021-08-22T00:00:00+00:00,36,,,,GB-CHC-509368,Roshni Birmingham,509368,,,,E05001195,Lozells and East Handsworth,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,RC6,Reaching Communities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Lozells and East Handsworth Ward,E05001195,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031062514,Castle Vale Community Engagement Project,This funding will be used to deliver activities based on the needs of the community through an engagement programme. This aims to help build stronger community relationships while addressing local issues.,GBP,,9960,,2018-07-12T00:00:00+00:00,,2018-07-24T00:00:00+00:00,2019-07-24T00:00:00+00:00,12,,,,GB-COH-09664567,Community Engagement Services C.I.C,,9664567,,,E05001215,Tyburn,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Tyburn Ward,E05001215,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031062503,The Feast Summer Holiday Programme,This funding will be used to provide a summer holiday programme of activities for young people. The project aims to promote strong relationships between different communities.,GBP,,9010,,2018-07-12T00:00:00+00:00,,2018-07-24T00:00:00+00:00,2019-07-24T00:00:00+00:00,12,,,,GB-CHC-1146574,The Feast,1146574,7988467,,,E05001208,Springfield,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Springfield Ward,E05001208,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031062455,Training Carer Peer evaluators,This project will evaluate the services that the charity provides to carers and will train carers to support the project as peer researchers. The project aims to involve the local community in developing the service and to produce evidence of the benefits and impact of the charity’s support services.  ,GBP,,10000,,2018-07-12T00:00:00+00:00,,2018-07-20T00:00:00+00:00,2019-07-20T00:00:00+00:00,12,,,,GB-CHC-516568,Birmingham Buddhist Centre,516568,,,,E05001196,Moseley and Kings Heath,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Moseley and Kings Heath Ward,E05001196,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031062471,Instalation of New Security Fencing,"This funding will be used to replace the fencing at an allotment site, creating a safe and improved space for the community.",GBP,,9999,,2018-07-12T00:00:00+00:00,,2018-08-15T00:00:00+00:00,2019-08-15T00:00:00+00:00,12,,,,360G-blf-org-Walmley Ash Allotments Association-Charity : Charitable Unincorporated Association-01011999-E08000025,Walmley Ash Allotments Association,,,,,E05001212,Sutton New Hall,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Sutton New Hall Ward,E05001212,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031062494,Deaf Elders Group - Birmingham,A series of workshops and classes will be funded aimed at elderly people with hearing impairments. The project will help reduce isolation and provide people with important life skills and enjoyable activities.,GBP,,10000,,2018-07-12T00:00:00+00:00,,2018-07-25T00:00:00+00:00,2019-07-25T00:00:00+00:00,12,,,,GB-CHC-1053184,BID Services,1053184,3124204,,,E05001193,Ladywood,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Ladywood Ward,E05001193,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031062235,Volunteer Community Birmingham P St C T,This funding will be used to expand its outreach activities that are designed to support people who are experiencing the effects of homelessness.  ,GBP,,9489,,2018-07-05T00:00:00+00:00,,2018-07-16T00:00:00+00:00,2019-07-16T00:00:00+00:00,12,,,,GB-CHC-1146639,Networkfour,1146639,7316168,,,E05001193,Ladywood,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Ladywood Ward,E05001193,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031062262,Bring em on,"This funding will be used to deliver a mental and physical health awareness project for members of the local community. The project aims to promote wellbeing, deliver information and awareness around physical, mental and sexual health, and reduce isolation.",GBP,,9931,,2018-07-05T00:00:00+00:00,,2018-07-18T00:00:00+00:00,2019-07-18T00:00:00+00:00,12,,,,GB-CHC-1068324,Compass Support,1068324,3506460,,,E05001215,Tyburn,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Tyburn Ward,E05001215,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031062203,Client Connection and Inclusivity,"This funding will be used to purchase equipment to assist clients with their counselling sessions. The project aims to provide beneficiaries with more tools to communicate, along with breaking down emotional barriers and improving relationships.",GBP,,3188,,2018-07-05T00:00:00+00:00,,2018-07-11T00:00:00+00:00,2019-07-11T00:00:00+00:00,12,,,,GB-CHC-1102628,Carrs Lane Counselling Centre Limited,1102628,4894920,,,E05001193,Ladywood,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Ladywood Ward,E05001193,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031062192,Multi Cultural event,This funding will be used to run a one day festival for local people from different cultures. The aim of the project is to encourage the development of positive community relationships.,GBP,,10000,,2018-07-05T00:00:00+00:00,,2018-07-10T00:00:00+00:00,2019-07-10T00:00:00+00:00,12,,,,GB-CHC-1134696,Birmingham Community Trust,1134696,,,,E05001179,Aston,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Aston Ward,E05001179,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031062247,Community Engagement at Jakeman.,This funding will be used to support women from ethnic minorities to come together and improve communication and technology skills. The aim of the project is to reduce social isolation and empower women to share ideas and concerns both with each other and their children.,GBP,,10000,,2018-07-05T00:00:00+00:00,,2018-07-17T00:00:00+00:00,2019-07-17T00:00:00+00:00,12,,,,360G-blf-org-Jakeman Nursery School with Daycare-School : Community School-01011999-E08000025,Jakeman Nursery School with Daycare,,,,,E05001207,Sparkbrook,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Sparkbrook Ward,E05001207,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031062275,SMYC Kick Start to Fitness,"This funding will be used to deliver free, personalised fitness activities that are designed to support young people who are at risk of the effects of obesity and anti-social behaviour. The project aims to improve levels of wellbeing and enhance levels of self-esteem.  ",GBP,,10000,,2018-07-05T00:00:00+00:00,,2018-07-18T00:00:00+00:00,2019-07-18T00:00:00+00:00,12,,,,GB-CHC-522878,St Martin's Youth Centre,522878,,,,E05001197,Nechells,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFEX1,National Lottery Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Nechells Ward,E05001197,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-EFF-17-1353,Grant to The Wildlife Trust for Birmingham and the Black Country,"Towards nature conservation in urban settings in Birmingham and the Black Country, with a focus on seven priority wildlife corridor areas, and supporting people to take care of sites and nature locally.",GBP,,500000,,2018-07-05T00:00:00.000Z,http://www.bbcwildlife.org.uk,,,60,,,,360G-EFF-001b000003VLwFf,The Wildlife Trust for Birmingham and the Black Country,513615,,B18 7EP,,,,,,,,,,GB-CHC-200051,Esmée Fairbairn Foundation,,,Main Grant,,England/West Midlands/Birmingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://esmeefairbairn.org.uk/userfiles/Documents/Grants%20list/Esmee_Grants_Since_2008.json,Esmée Fairbairn Foundation,West Midlands,Birmingham District,E08000025,Soho Ward,E05001205,2019-07-03T10:13:11+00:00,https://creativecommons.org/licenses/by/4.0/,
360G-blf-0031062066,"Supporting English as an Additional Language (EAL), Delivering Arts in","This project will work with refugees and families arriving into the UK who speak very little English. Arts therapies and language development will be provided to young people of school age, as well as arts based workshops to the wider community to improve their health and wellbeing. The organisation will also provide volunteering opportunities, helping people to learn new skills to move into community development work.",GBP,,258120,,2018-07-03T00:00:00+00:00,,2018-10-01T00:00:00+00:00,2021-10-01T00:00:00+00:00,36,,,,GB-CHC-1051578,BCAT,1051578,5347772,,,E05001207,Sparkbrook,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,RC6,Reaching Communities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Sparkbrook Ward,E05001207,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031062056,"TPP3 - Cook Together, Eat Together, Live Together","This group will provide a youth café for young people, where they will benefit from healthy eating and nutrition courses and gain new skills and work experience by volunteering in the café. It will also act as a safe place for them to socialise, offering affordable, nutritious meals and fun activities. Youth workers will be on hand to offer advice and guidance in a welcoming and friendly environment.",GBP,,47300,,2018-07-02T00:00:00+00:00,,2018-07-04T00:00:00+00:00,2019-06-04T00:00:00+00:00,11,,,,GB-CHC-1149785,Kingstanding Regeneration Trust,1149785,6527314,,,E05001192,Kingstanding,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,TPP1,The People's Projects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2018-2019.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Kingstanding Ward,E05001192,2019-07-03T12:21:26+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
